"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Categories: 'AUTOMATION & CONTROL SYSTEMS','COMMUNICATION','COMPUTER SCIENCE, HARDWARE & ARCHITECTURE','ENGINEERING, ELECTRICAL & ELECTRONIC','ROBOTICS','TELECOMMUNICATIONS' Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score,Article Influence Score
1,IEEE Communications Surveys and Tutorials,"16,408",22.973,0.039660,5.788
2,Science Robotics,898,19.400,0.002430,5.272
3,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,"55,828",17.730,0.068830,5.319
4,IEEE Industrial Electronics Magazine,"1,884",13.241,0.003880,3.870
5,IEEE Transactions on Neural Networks and Learning Systems,"27,444",11.683,0.040210,2.710
6,IEEE WIRELESS COMMUNICATIONS,"7,804",11.000,0.017870,2.849
7,PROCEEDINGS OF THE IEEE,"34,533",10.694,0.028250,3.434
8,IEEE Transactions on Smart Grid,"22,572",10.486,0.043980,2.319
9,IEEE Transactions on Cybernetics,"13,561",10.387,0.046070,2.692
10,IEEE COMMUNICATIONS MAGAZINE,"24,753",10.356,0.053750,3.072
11,IEEE Internet of Things Journal,"6,119",9.515,0.010690,1.845
12,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,"20,299",9.302,0.046080,2.933
13,IEEE TRANSACTIONS ON FUZZY SYSTEMS,"15,574",8.759,0.018430,2.050
14,IEEE TRANSACTIONS ON MEDICAL IMAGING,"19,545",7.816,0.024980,1.809
15,IEEE Transactions on Sustainable Energy,"8,780",7.650,0.022410,2.205
16,IEEE SIGNAL PROCESSING MAGAZINE,"12,072",7.602,0.016800,4.228
17,IEEE NETWORK,"4,228",7.503,0.008700,1.872
17,IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,"61,342",7.503,0.100630,2.036
19,IEEE Transactions on Industrial Informatics,"13,187",7.377,0.028790,1.886
20,IEEE Transactions on Systems Man Cybernetics-Systems,"9,525",7.351,0.015440,1.460
21,IEEE TRANSACTIONS ON POWER ELECTRONICS,"52,702",7.224,0.074480,1.691
22,IEEE TRANSACTIONS ON POWER SYSTEMS,"44,737",6.807,0.051280,1.747
23,IEEE TRANSACTIONS ON IMAGE PROCESSING,"40,201",6.790,0.061450,2.115
24,IEEE Journal of Selected Topics in Signal Processing,"6,560",6.688,0.017500,2.529
25,IEEE Transactions on Robotics,"15,859",6.483,0.012930,1.614
26,IEEE Transactions on Dependable and Secure Computing,"2,439",6.404,0.003440,1.150
27,Soft Robotics,"1,179",6.403,0.002830,2.067
28,IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,"29,218",6.394,0.058390,1.539
29,AUTOMATICA,"40,135",6.355,0.067330,2.341
30,IEEE CONTROL SYSTEMS MAGAZINE,"4,282",6.228,0.003780,2.138
31,IEEE Transactions on Information Forensics and Security,"9,811",6.211,0.019530,1.496
32,IEEE Vehicular Technology Magazine,"1,331",6.145,0.003360,1.796
33,INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,"10,619",6.134,0.011060,1.905
34,IEEE Journal of Emerging and Selected Topics in Power Electronics,"3,904",5.972,0.013390,1.906
35,PATTERN RECOGNITION,"27,711",5.898,0.030330,1.402
36,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,"13,098",5.744,0.021080,1.222
37,IEEE TRANSACTIONS ON COMMUNICATIONS,"21,149",5.690,0.038710,1.461
38,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,"43,741",5.630,0.046970,1.314
39,IEEE TRANSACTIONS ON MULTIMEDIA,"8,222",5.452,0.019840,1.554
40,COMMUNICATIONS OF THE ACM,"18,700",5.410,0.011710,1.912
41,IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY,"13,739",5.371,0.022280,1.538
42,IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,"26,445",5.339,0.046590,1.095
43,JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,"6,959",5.273,0.011510,0.799
44,IEEE Transactions on Transportation Electrification,"1,127",5.270,0.002510,1.177
45,Nonlinear Analysis-Hybrid Systems,"1,853",5.266,0.004310,1.339
46,IEEE TRANSACTIONS ON SIGNAL PROCESSING,"40,339",5.230,0.054720,1.689
47,IEEE Transactions on Automation Science and Engineering,"5,165",5.224,0.010400,1.227
48,IEEE JOURNAL OF SOLID-STATE CIRCUITS,"21,488",5.173,0.024200,1.421
49,PROGRESS IN QUANTUM ELECTRONICS,"1,211",5.105,0.001190,2.162
50,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,"47,987",5.093,0.061980,2.116
51,IEEE Transactions on Emerging Topics in Computing,"1,288",4.989,0.003270,1.191
52,IEEE-ASME TRANSACTIONS ON MECHATRONICS,"10,578",4.943,0.018620,1.143
53,Journal of Computer-Mediated Communication,"4,671",4.896,0.005040,2.208
54,IEEE Transactions on Control of Network Systems,"1,347",4.802,0.006500,Not Available
55,IEEE Power & Energy Magazine,"2,292",4.800,0.003180,1.144
55,NEW MEDIA & SOCIETY,"5,972",4.800,0.009910,1.484
57,IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,"7,085",4.778,0.006190,1.397
58,ANNUAL REVIEWS IN CONTROL,"2,170",4.759,0.002350,1.129
59,IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS,"10,758",4.681,0.015790,1.078
60,IEEE TRANSACTIONS ON ENERGY CONVERSION,"12,255",4.614,0.012970,1.386
61,IEEE Transactions on Computational Imaging,692,4.546,0.003200,Not Available
62,IEEE Circuits and Systems Magazine,977,4.481,0.001310,1.421
63,IEEE TRANSACTIONS ON MOBILE COMPUTING,"8,469",4.474,0.014480,1.032
64,IEEE INTELLIGENT SYSTEMS,"3,053",4.464,0.003620,1.073
65,IEEE Systems Journal,"4,736",4.463,0.008680,0.879
66,IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,"41,688",4.435,0.047980,0.956
67,INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS,"15,267",4.418,0.021580,0.703
68,IEEE TRANSACTIONS ON POWER DELIVERY,"23,304",4.415,0.021310,1.093
69,ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,"4,071",4.392,0.004640,0.813
70,IEEE TRANSACTIONS ON BROADCASTING,"2,606",4.374,0.003790,0.831
71,Journal of Field Robotics,"2,797",4.345,0.003760,1.122
72,ISA TRANSACTIONS,"6,115",4.343,0.011170,0.834
73,POLITICAL COMMUNICATION,"2,464",4.339,0.004020,2.033
74,EXPERT SYSTEMS WITH APPLICATIONS,"39,173",4.292,0.036290,0.790
75,IEEE Transactions on Biomedical Circuits and Systems,"3,380",4.252,0.006910,1.090
76,IEEE ROBOTICS & AUTOMATION MAGAZINE,"3,455",4.250,0.003130,1.151
77,JOURNAL OF LIGHTWAVE TECHNOLOGY,"24,277",4.162,0.032060,0.795
78,Information Communication & Society,"3,911",4.124,0.007900,1.409
79,Internet Research,"2,395",4.109,0.001720,0.598
80,IEEE Access,"20,879",4.098,0.039230,0.836
81,JOURNAL OF MACHINE LEARNING RESEARCH,"25,684",4.091,0.035140,3.591
82,SIGNAL PROCESSING,"13,641",4.086,0.019330,0.821
83,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,"10,007",4.046,0.016280,1.370
84,BELL LABS TECHNICAL JOURNAL,563,4.000,0.000740,0.819
85,INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL,"7,343",3.953,0.015800,1.186
86,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS,"14,168",3.934,0.021840,1.180
87,IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,"12,124",3.857,0.018650,1.267
88,IEEE PERVASIVE COMPUTING,"2,247",3.813,0.001620,0.947
89,IEEE ANTENNAS AND PROPAGATION MAGAZINE,"3,505",3.804,0.004800,0.872
90,IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES,"25,821",3.756,0.032050,1.103
91,IEEE ELECTRON DEVICE LETTERS,"14,904",3.753,0.020200,0.733
91,JOURNAL OF COMMUNICATION,"7,883",3.753,0.007950,2.361
93,JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,"8,584",3.653,0.017220,0.853
94,AUTONOMOUS ROBOTS,"3,460",3.634,0.004060,1.008
95,IET Renewable Power Generation,"4,035",3.605,0.006940,0.742
96,IEEE-ACM TRANSACTIONS ON NETWORKING,"7,956",3.597,0.016700,1.271
97,COMPUTER,"7,260",3.564,0.005380,0.689
98,IEEE MULTIMEDIA,"1,008",3.556,0.001450,0.746
99,IEEE Wireless Communications Letters,"3,436",3.546,0.010820,0.930
100,HUMAN COMMUNICATION RESEARCH,"3,463",3.534,0.002470,1.444
100,IEEE Geoscience and Remote Sensing Letters,"12,217",3.534,0.023700,0.831
102,IEEE-ACM Transactions on Audio Speech and Language Processing,"3,110",3.531,0.006820,0.691
103,Vehicular Communications,554,3.530,0.000990,0.734
104,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,"6,789",3.526,0.009660,0.705
104,IET Control Theory and Applications,"7,815",3.526,0.016920,0.905
106,JOURNAL OF ADVERTISING,"4,143",3.518,0.002410,1.022
107,IEEE Antennas and Wireless Propagation Letters,"14,810",3.510,0.031740,0.922
108,High Voltage,242,3.508,0.000760,0.956
109,Ad Hoc Networks,"5,084",3.490,0.006850,0.599
110,IEEE COMMUNICATIONS LETTERS,"13,624",3.457,0.028480,0.718
111,IEEE Journal on Emerging and Selected Topics in Circuits and Systems,"1,381",3.433,0.004020,1.201
112,IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS,"9,658",3.402,0.019630,1.109
113,COMMUNICATION THEORY,"2,440",3.395,0.002450,1.718
114,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"9,671",3.392,0.024920,0.886
115,IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS,"23,879",3.347,0.029970,0.942
116,Comunicar,"1,367",3.338,0.000760,0.288
117,JOURNAL OF PROCESS CONTROL,"6,754",3.316,0.006460,0.717
118,PUBLIC OPINION QUARTERLY,"6,139",3.310,0.005130,1.751
119,IEEE Intelligent Transportation Systems Magazine,839,3.294,0.001660,0.860
120,IEEE Consumer Electronics Magazine,636,3.273,0.000960,0.332
121,IEEE SIGNAL PROCESSING LETTERS,"11,570",3.268,0.024940,1.037
122,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-EXPRESS BRIEFS,"7,784",3.250,0.012100,0.810
123,CONTROL ENGINEERING PRACTICE,"7,815",3.232,0.008340,0.744
124,IET Generation Transmission & Distribution,"8,044",3.229,0.015360,0.723
125,IEEE TRANSACTIONS ON INFORMATION THEORY,"40,105",3.215,0.039880,1.240
126,Sustainable Energy Grids & Networks,413,3.182,0.000840,Not Available
127,IEEE Transactions on Signal and Information Processing over Networks,518,3.153,0.001990,Not Available
128,IEEE TRANSACTIONS ON COMPUTERS,"9,931",3.131,0.014880,0.941
129,Bioinspiration & Biomimetics,"2,648",3.130,0.005740,0.943
130,Journal of Optical Communications and Networking,"2,662",3.093,0.004640,0.471
131,COMMUNICATION RESEARCH,"4,400",3.087,0.004410,1.505
132,International Journal of Fuzzy Systems,"1,809",3.085,0.001970,0.368
133,IEEE SENSORS JOURNAL,"18,838",3.076,0.029340,0.558
134,IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT,"13,459",3.067,0.014090,0.619
135,IET Electric Power Applications,"2,488",3.051,0.004290,0.719
136,Computer Networks,"10,122",3.030,0.011910,0.626
136,IEEE Transactions on Terahertz Science and Technology,"2,306",3.030,0.005260,0.779
138,ELECTRIC POWER SYSTEMS RESEARCH,"11,518",3.022,0.014160,0.646
138,IEEE Design & Test,"1,384",3.022,0.001510,0.520
140,IEEE SPECTRUM,"1,891",3.015,0.002400,0.511
141,Frontiers in Neurorobotics,609,3.000,0.001370,0.708
141,International Journal of Press-Politics,946,3.000,0.002190,1.406
143,IEEE TRANSACTIONS ON ULTRASONICS FERROELECTRICS AND FREQUENCY CONTROL,"11,266",2.989,0.008940,0.646
144,MECHATRONICS,"4,499",2.978,0.005370,0.700
145,IEEE MICROWAVE MAGAZINE,"2,152",2.949,0.004200,1.041
146,INTERNATIONAL JOURNAL OF CONTROL,"8,632",2.930,0.010910,0.823
147,ROBOTICS AND AUTONOMOUS SYSTEMS,"6,182",2.928,0.008140,0.713
148,IEEE TRANSACTIONS ON RELIABILITY,"5,313",2.888,0.006300,0.920
149,AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS,"4,380",2.853,0.004250,0.290
150,Journal of Modern Power Systems and Clean Energy,907,2.848,0.002130,0.535
151,IET Power Electronics,"5,567",2.839,0.013050,0.751
152,SIGNAL PROCESSING-IMAGE COMMUNICATION,"2,817",2.814,0.005160,0.676
153,IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS,"12,904",2.797,0.013030,0.839
154,DIGITAL SIGNAL PROCESSING,"4,942",2.792,0.006750,0.570
155,CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,"9,266",2.786,0.008160,0.652
156,Pervasive and Mobile Computing,"2,323",2.769,0.004200,0.599
157,COMPUTER COMMUNICATIONS,"5,251",2.766,0.007120,0.644
158,IEEE Transactions on Cognitive and Developmental Systems,221,2.755,0.000300,0.478
159,PUBLIC UNDERSTANDING OF SCIENCE,"2,704",2.754,0.003630,0.832
160,IEEE JOURNAL OF QUANTUM ELECTRONICS,"9,601",2.753,0.003920,0.537
161,SENSORS AND ACTUATORS A-PHYSICAL,"18,804",2.739,0.017520,0.547
162,MEDIA PSYCHOLOGY,"1,626",2.736,0.001780,1.196
163,IMAGE AND VISION COMPUTING,"5,870",2.733,0.006950,1.236
164,Science China-Information Sciences,"2,668",2.731,0.005840,0.390
165,IEEE Photonics Journal,"7,148",2.729,0.016560,0.611
166,MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING,"7,465",2.722,0.012310,0.384
167,IEEE TRANSACTIONS ON ELECTRON DEVICES,"23,686",2.704,0.025130,0.564
168,Journalism,"2,068",2.691,0.003390,0.793
169,CSEE Journal of Power and Energy Systems,536,2.680,0.002200,Not Available
170,Digital Journalism,"1,066",2.679,0.003090,0.967
171,SEMICONDUCTOR SCIENCE AND TECHNOLOGY,"8,188",2.654,0.010140,0.576
172,COMPUTER VISION AND IMAGE UNDERSTANDING,"6,450",2.645,0.009340,1.033
173,SYSTEMS & CONTROL LETTERS,"8,295",2.624,0.013390,1.384
174,JOURNAL OF MICROELECTROMECHANICAL SYSTEMS,"6,829",2.621,0.005140,0.466
175,Journal of Real-Time Image Processing,"1,029",2.588,0.001740,0.443
176,IEEE MICRO,"1,798",2.570,0.002160,0.775
177,IEEE JOURNAL OF OCEANIC ENGINEERING,"4,355",2.567,0.003390,0.661
178,IEEE PHOTONICS TECHNOLOGY LETTERS,"17,578",2.553,0.021810,0.520
179,ACM Transactions on Sensor Networks,"1,401",2.507,0.001730,0.530
180,INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,"30,520",2.496,0.033780,0.387
181,Environmental Communication-A Journal of Nature and Culture,884,2.469,0.001320,0.548
181,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,"5,049",2.469,0.008670,0.512
183,Journal of Bionic Engineering,"1,391",2.463,0.001770,0.429
184,COMPUTER STANDARDS & INTERFACES,"1,499",2.441,0.001460,0.295
185,IT Professional,761,2.424,0.001230,0.513
186,WIRELESS NETWORKS,"3,293",2.405,0.004020,0.353
187,IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,"5,222",2.402,0.007060,0.637
188,Peer-to-Peer Networking and Applications,874,2.397,0.001430,0.303
189,MOBILE NETWORKS & APPLICATIONS,"2,079",2.390,0.002980,0.588
190,Journal of Mechanisms and Robotics-Transactions of the ASME,"1,814",2.377,0.003830,0.629
191,IEEE MICROWAVE AND WIRELESS COMPONENTS LETTERS,"7,642",2.374,0.014440,0.726
192,COMMUNICATION MONOGRAPHS,"2,770",2.365,0.001510,0.964
193,MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,932,2.338,0.001850,0.527
194,Mobile Media & Communication,347,2.333,0.001280,0.786
195,Progress in Electromagnetics Research-PIER,"3,489",2.322,0.003700,0.409
196,Communication Methods and Measures,714,2.306,0.000960,Not Available
197,SCIENCE COMMUNICATION,"1,254",2.302,0.001890,0.918
198,International Journal of Social Robotics,"1,138",2.296,0.001360,0.427
199,IEEE TRANSACTIONS ON NANOTECHNOLOGY,"3,531",2.292,0.004840,0.497
200,IEEE TRANSACTIONS ON ELECTROMAGNETIC COMPATIBILITY,"5,738",2.274,0.005340,0.400
201,Nano Communication Networks,378,2.250,0.000400,Not Available
202,INTERNATIONAL JOURNAL OF ADAPTIVE CONTROL AND SIGNAL PROCESSING,"2,066",2.239,0.003900,0.655
203,International Journal of Advertising,"1,653",2.234,0.001410,0.559
204,Journalism Studies,"2,226",2.233,0.003220,0.770
205,IEEE TRANSACTIONS ON EDUCATION,"1,591",2.214,0.000980,0.381
206,Swarm Intelligence,595,2.208,0.000620,0.748
207,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS,"17,675",2.195,0.022360,0.242
208,COMPUTERS & ELECTRICAL ENGINEERING,"3,855",2.189,0.005640,0.376
208,Mass Communication and Society,"1,431",2.189,0.001920,0.760
210,INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS,"3,021",2.181,0.003680,0.299
211,JOURNAL OF THE ACM,"7,000",2.170,0.006270,2.261
212,JOURNAL OF SUPERCOMPUTING,"3,374",2.157,0.005580,0.334
213,JOURNAL OF MICROMECHANICS AND MICROENGINEERING,"11,286",2.141,0.009100,0.448
214,IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION,"11,099",2.135,0.008730,0.347
215,Journal of Public Relations Research,"1,447",2.125,0.001110,0.815
216,Journalism Practice,"1,461",2.124,0.002740,Not Available
217,IEEE AEROSPACE AND ELECTRONIC SYSTEMS MAGAZINE,"1,381",2.113,0.001620,0.448
218,MULTIMEDIA TOOLS AND APPLICATIONS,"8,199",2.101,0.011760,0.263
219,JOURNAL OF ADVERTISING RESEARCH,"2,741",2.100,0.001130,0.552
220,IEEE TRANSACTIONS ON CONSUMER ELECTRONICS,"4,064",2.083,0.001960,0.362
221,ASSEMBLY AUTOMATION,930,2.056,0.000830,0.312
222,ACM Journal on Emerging Technologies in Computing Systems,551,2.055,0.001360,0.520
223,Feminist Media Studies,"1,103",2.042,0.002380,Not Available
224,IET Microwaves Antennas & Propagation,"3,783",2.036,0.008310,0.553
225,JOURNALISM & MASS COMMUNICATION QUARTERLY,"2,045",2.030,0.002110,0.776
226,Journal of Sensors,"2,409",2.024,0.004740,0.390
227,JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,"3,443",2.020,0.005250,0.521
228,EUROPEAN JOURNAL OF COMMUNICATION,"1,283",2.015,0.001920,0.829
228,IET Radar Sonar and Navigation,"2,534",2.015,0.005130,0.484
230,ASIAN JOURNAL OF CONTROL,"2,748",2.005,0.004350,0.339
231,IET Image Processing,"1,636",2.004,0.002330,0.326
232,IEEE Journal of the Electron Devices Society,884,2.000,0.002590,0.764
232,TELECOMMUNICATIONS POLICY,"1,801",2.000,0.002070,0.407
232,TELECOMMUNICATIONS POLICY,"1,801",2.000,0.002070,0.407
235,JOURNAL OF ELECTRONIC PACKAGING,"1,252",1.990,0.001200,0.352
236,SIAM JOURNAL ON CONTROL AND OPTIMIZATION,"8,028",1.986,0.014550,1.435
237,IEEE ELECTRICAL INSULATION MAGAZINE,"1,975",1.983,0.001570,0.784
238,VLDB JOURNAL,"2,259",1.973,0.002770,1.112
239,INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,"1,123",1.956,0.001230,0.573
239,RESEARCH ON LANGUAGE AND SOCIAL INTERACTION,"1,324",1.956,0.001680,1.146
239,TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL,"1,815",1.956,0.002030,0.245
242,IEEE TRANSACTIONS ON VERY LARGE SCALE INTEGRATION (VLSI) SYSTEMS,"5,703",1.946,0.011050,0.554
243,Policy and Internet,468,1.927,0.001200,Not Available
244,CIRCUITS SYSTEMS AND SIGNAL PROCESSING,"2,844",1.922,0.004810,0.333
